sub_proCodigoProvincia,sub_depCodigoDepartamento,sub_munCodigoMunicipio,sub_mesCodigoCircuito,sub_mesCodigoMesa,sub_mesCodSexo,sub_votparCodigo,sub_parCodigo,ordenPartidos,subVotosPartido
"20","001","003","0003 ","0083","X","0701","3051",5,3
"20","001","003","0003 ","0083","X","0701","3088",6,3
"20","001","003","0003 ","0083","X","0701","3138",7,6
"20","001","003","0003 ","0083","X","0702","3097",1,1
"20","001","003","0003 ","0083","X","0702","3118",2,14
"20","001","003","0003 ","0083","X","0702","3121",3,50
"20","001","003","0003 ","0084","X","0701","3006",1,46
"20","001","003","0003 ","0084","X","0701","3023",2,3
"20","001","003","0003 ","0084","X","0701","3038",3,15
"20","001","003","0003 ","0084","X","0701","3043",4,2
"20","001","003","0003 ","0084","X","0701","3051",5,0
"20","001","003","0003 ","0084","X","0701","3088",6,6
"20","001","003","0003 ","0084","X","0701","3138",7,7
"20","001","003","0003 ","0084","X","0702","3097",1,4
"20","001","003","0003 ","0084","X","0702","3118",2,14
"20","001","003","0003 ","0084","X","0702","3121",3,58
"20","001","003","0003 ","0085","X","0701","3006",1,42
"20","001","003","0003 ","0085","X","0701","3023",2,2
"20","001","003","0003 ","0085","X","0701","3038",3,10
"20","001","003","0003 ","0085","X","0701","3043",4,1
"20","001","003","0003 ","0085","X","0701","3051",5,4
"20","001","003","0003 ","0085","X","0701","3088",6,10
"20","001","003","0003 ","0085","X","0701","3138",7,3
"20","001","003","0003 ","0085","X","0702","3097",1,1
"20","001","003","0003 ","0085","X","0702","3118",2,9
"20","001","003","0003 ","0085","X","0702","3121",3,79
"20","001","003","0003 ","0086","X","0701","3006",1,53
"20","001","003","0003 ","0086","X","0701","3023",2,7
"20","001","003","0003 ","0086","X","0701","3038",3,12
"20","001","003","0003 ","0086","X","0701","3043",4,7
"20","001","003","0003 ","0086","X","0701","3051",5,4
"20","001","003","0003 ","0086","X","0701","3088",6,3
"20","001","003","0003 ","0086","X","0701","3138",7,2
"20","001","003","0003 ","0086","X","0702","3097",1,3
"20","001","003","0003 ","0086","X","0702","3118",2,12
"20","001","003","0003 ","0086","X","0702","3121",3,50
"20","001","003","0003 ","0087","X","0701","3006",1,61
"20","001","003","0003 ","0087","X","0701","3023",2,2
"20","001","003","0003 ","0087","X","0701","3038",3,10
"20","001","003","0003 ","0087","X","0701","3043",4,5
"20","001","003","0003 ","0087","X","0701","3051",5,8
"20","001","003","0003 ","0087","X","0701","3088",6,2
"20","001","003","0003 ","0087","X","0701","3138",7,4
"20","001","003","0003 ","0087","X","0702","3097",1,1
"20","001","003","0003 ","0087","X","0702","3118",2,14
"20","001","003","0003 ","0087","X","0702","3121",3,46
"20","001","003","0003 ","0088","X","0701","3006",1,40
"20","001","003","0003 ","0088","X","0701","3023",2,4
"20","001","003","0003 ","0088","X","0701","3038",3,9
"20","001","003","0003 ","0088","X","0701","3043",4,2
"20","001","003","0003 ","0088","X","0701","3051",5,4
"20","001","003","0003 ","0088","X","0701","3088",6,18
"20","001","003","0003 ","0088","X","0701","3138",7,0
"20","001","003","0003 ","0088","X","0702","3097",1,0
"20","001","003","0003 ","0088","X","0702","3118",2,15
"20","001","003","0003 ","0088","X","0702","3121",3,72
"20","001","003","0003 ","0089","X","0701","3006",1,89
"20","001","003","0003 ","0089","X","0701","3023",2,5
"20","001","003","0003 ","0089","X","0701","3038",3,9
"20","001","003","0003 ","0089","X","0701","3043",4,2
"20","001","003","0003 ","0089","X","0701","3051",5,4
"20","001","003","0003 ","0089","X","0701","3088",6,2
"20","001","003","0003 ","0089","X","0701","3138",7,6
"20","001","003","0003 ","0089","X","0702","3097",1,3
"20","001","003","0003 ","0089","X","0702","3118",2,4
"20","001","003","0003 ","0089","X","0702","3121",3,54
"20","001","003","0003 ","0090","X","0701","3006",1,64
"20","001","003","0003 ","0090","X","0701","3023",2,5
"20","001","003","0003 ","0090","X","0701","3038",3,10
