vot_proCodigoProvincia,vot_depCodigoDepartamento,vot_munCodigoMunicipio,vot_forCodigo,ordenPartidos,votVotosFormula,votPorcenVotosFormula
"02","109","999","0145",1,13560,3.81800003e+01
"02","110","999","0131",2,2752,3.81100006e+01
"02","110","999","0132",5,44,6.10000014e-01
"02","110","999","0137",4,102,1.40999997e+00
"02","110","999","0138",3,714,9.89000034e+00
"02","110","999","0145",1,3610,4.99900017e+01
"02","111","999","0131",2,20175,2.73400002e+01
"02","111","999","0132",5,1901,2.57999992e+00
"02","111","999","0137",4,2367,3.21000004e+00
"02","111","999","0138",3,10953,1.48400002e+01
"02","111","999","0145",1,38401,5.20400009e+01
"02","112","999","0131",2,2420,3.87799988e+01
"02","112","999","0132",4,53,8.50000024e-01
"02","112","999","0137",5,48,7.69999981e-01
"02","112","999","0138",3,840,1.34600000e+01
"02","112","999","0145",1,2879,4.61399994e+01
"02","113","999","0131",3,58374,2.65499992e+01
"02","113","999","0132",5,4978,2.25999999e+00
"02","113","999","0137",4,9721,4.42000008e+00
"02","113","999","0138",1,78932,3.59099998e+01
"02","113","999","0145",2,67820,3.08500004e+01
"02","114","999","0131",2,2606,3.00499992e+01
"02","114","999","0132",5,134,1.54999995e+00
"02","114","999","0137",4,202,2.32999992e+00
